iter	Passed	Remaining
1661	112851	22950
1662	112922	22883
1663	113000	22817
1664	113111	22758
1665	113188	22692
1666	113266	22626
1667	113336	22558
1668	113408	22491
1669	113474	22423
1670	113541	22354
1671	113615	22288
1672	113689	22221
1673	113761	22154
1674	113839	22088
1675	113911	22021
1676	113980	21953
1677	114054	21886
1678	114131	21820
1679	114201	21752
1680	114276	21686
1681	114347	21618
1682	114413	21550
1683	114488	21483
1684	114561	21416
1685	114658	21353
1686	114737	21287
1687	114808	21220
1688	114882	21153
1689	114959	21087
1690	115038	21021
1691	115106	20953
1692	115173	20884
1693	115245	20817
1694	115310	20749
1695	115385	20682
1696	115457	20615
1697	115535	20548
1698	115611	20482
1699	115681	20414
1700	115756	20347
1701	115827	20280
1702	115897	20212
1703	115969	20144
1704	116037	20076
1705	116115	20010
1706	116199	19945
1707	116277	19878
1708	116355	19812
1709	116426	19744
1710	116493	19676
1711	116566	19609
1712	116637	19541
1713	116706	19473
1714	116781	19406
1715	116862	19340
1716	116933	19273
1717	117011	19206
1718	117086	19139
1719	117163	19073
1720	117238	19006
1721	117325	18940
1722	117399	18873
1723	117474	18806
1724	117551	18740
1725	117626	18673
1726	117700	18605
1727	117768	18537
1728	117838	18469
1729	117910	18402
1730	117981	18334
1731	118062	18268
1732	118139	18201
1733	118212	18134
1734	118284	18066
1735	118350	17998
1736	118418	17929
1737	118490	17862
1738	118562	17794
1739	118639	17727
1740	118718	17661
1741	118793	17594
1742	118866	17526
1743	118935	17458
1744	119012	17391
1745	119086	17324
1746	119156	17256
1747	119229	17188
1748	119310	17122
1749	119379	17054
1750	119461	16987
1751	119575	16926
1752	119647	16858
1753	119722	16791
1754	119802	16724
1755	119881	16657
1756	119956	16590
1757	120026	16522
1758	120095	16454
1759	120168	16386
1760	120236	16318
1761	120306	16250
1762	120377	16182
1763	120446	16114
1764	120518	16046
1765	120584	15977
1766	120657	15910
1767	120724	15841
1768	120799	15774
1769	120873	15706
1770	120944	15638
1771	121014	15570
1772	121082	15502
1773	121150	15434
1774	121222	15366
1775	121291	15297
1776	121360	15229
1777	121435	15162
1778	121507	15094
1779	121578	15026
1780	121648	14958
1781	121719	14890
1782	121790	14822
1783	121857	14754
1784	121924	14685
1785	121991	14617
1786	122064	14549
1787	122132	14480
1788	122193	14411
1789	122264	14343
1790	122328	14275
1791	122395	14206
1792	122467	14138
1793	122535	14070
1794	122601	14001
1795	122670	13933
1796	122739	13865
1797	122806	13796
1798	122876	13728
1799	122947	13660
1800	123013	13592
1801	123079	13523
1802	123151	13455
1803	123222	13387
1804	123297	13320
1805	123364	13251
1806	123432	13183
1807	123504	13115
1808	123575	13047
1809	123643	12979
1810	123711	12910
1811	123777	12842
1812	123848	12774
1813	123914	12705
1814	123981	12637
1815	124050	12568
1816	124121	12500
1817	124185	12432
1818	124259	12364
1819	124329	12296
1820	124401	12228
1821	124474	12160
1822	124541	12092
1823	124612	12024
1824	124682	11955
1825	124753	11887
1826	124818	11819
1827	124891	11751
1828	124963	11683
1829	125030	11614
1830	125103	11546
1831	125171	11478
1832	125242	11410
1833	125315	11342
1834	125376	11273
1835	125448	11205
1836	125516	11137
1837	125591	11069
1838	125661	11001
1839	125728	10932
1840	125799	10864
1841	125869	10796
1842	125939	10728
1843	126008	10660
1844	126080	10592
1845	126144	10523
1846	126213	10455
1847	126281	10386
1848	126345	10318
1849	126422	10250
1850	126490	10182
1851	126555	10113
1852	126626	10045
1853	126698	9977
1854	126766	9908
1855	126836	9840
1856	126902	9772
1857	126975	9704
1858	127047	9636
1859	127117	9567
1860	127181	9499
1861	127252	9431
1862	127319	9362
1863	127387	9294
1864	127456	9226
1865	127527	9157
1866	127594	9089
1867	127665	9021
1868	127736	8953
1869	127805	8884
1870	127873	8816
1871	127940	8748
1872	128006	8679
1873	128078	8611
1874	128150	8543
1875	128217	8474
1876	128291	8406
1877	128358	8338
1878	128430	8270
1879	128495	8201
1880	128562	8133
1881	128628	8064
1882	128697	7996
1883	128766	7928
1884	128838	7860
1885	128906	7791
1886	128976	7723
1887	129047	7655
1888	129116	7587
1889	129186	7518
1890	129257	7450
1891	129330	7382
1892	129395	7313
1893	129463	7245
1894	129535	7177
1895	129601	7108
1896	129670	7040
1897	129743	6972
1898	129810	6904
1899	129876	6835
1900	129942	6767
1901	130009	6698
1902	130080	6630
1903	130152	6562
1904	130222	6494
1905	130294	6425
1906	130366	6357
1907	130436	6289
1908	130507	6221
1909	130579	6152
1910	130651	6084
1911	130721	6016
1912	130788	5948
1913	130856	5879
1914	130927	5811
1915	130992	5742
1916	131059	5674
1917	131132	5606
1918	131199	5537
1919	131271	5469
1920	131342	5401
1921	131412	5333
1922	131487	5264
1923	131557	5196
1924	131623	5128
1925	131696	5059
1926	131764	4991
1927	131837	4923
1928	131906	4855
1929	131977	4786
1930	132046	4718
1931	132110	4649
1932	132183	4581
1933	132257	4513
1934	132331	4445
1935	132401	4376
1936	132473	4308
1937	132541	4240
1938	132609	4171
1939	132676	4103
1940	132745	4035
1941	132816	3966
1942	132885	3898
1943	132957	3830
1944	133029	3761
1945	133095	3693
1946	133161	3624
1947	133227	3556
1948	133298	3488
1949	133366	3419
1950	133431	3351
1951	133500	3282
1952	133570	3214
1953	133640	3146
1954	133711	3077
1955	133781	3009
1956	133847	2940
1957	133917	2872
1958	133986	2804
1959	134053	2735
1960	134122	2667
1961	134187	2598
1962	134262	2530
1963	134328	2462
1964	134398	2393
1965	134469	2325
1966	134539	2257
1967	134606	2188
1968	134677	2120
1969	134744	2051
1970	134812	1983
1971	134880	1915
1972	134947	1846
1973	135019	1778
1974	135089	1709
1975	135160	1641
1976	135230	1573
1977	135302	1504
1978	135374	1436
1979	135441	1368
1980	135513	1299
1981	135579	1231
1982	135651	1162
1983	135722	1094
1984	135791	1026
1985	135865	957
1986	135936	889
1987	136005	820
1988	136078	752
1989	136151	684
1990	136221	615
1991	136290	547
1992	136355	478
1993	136423	410
1994	136493	342
1995	136568	273
1996	136634	205
1997	136708	136
1998	136777	68
1999	136849	0
