iter	MultiRMSE
338	2.197079165
339	2.190406666
340	2.188529968
341	2.18566725
342	2.184131923
343	2.180653197
344	2.17660012
345	2.168438286
346	2.165663757
347	2.162971678
348	2.160433783
349	2.158310447
350	2.1540222
351	2.147178838
352	2.144572564
353	2.138934447
354	2.13644791
355	2.130507506
356	2.125914727
357	2.122687872
358	2.11867202
359	2.112956207
360	2.110327181
361	2.108188621
362	2.10445649
363	2.102472351
364	2.099889337
365	2.099338003
366	2.095617494
367	2.093211069
368	2.087613199
369	2.082710337
370	2.07949756
371	2.074423853
372	2.070341924
373	2.064775567
374	2.059955195
375	2.057461635
376	2.05289728
377	2.049789838
378	2.045486341
379	2.042382656
380	2.037512328
381	2.03193733
382	2.02956508
383	2.026410334
384	2.022957028
385	2.021736047
386	2.009644755
387	2.004342333
388	2.001095818
389	1.997919061
390	1.99592377
391	1.99140324
392	1.989569415
393	1.987479114
394	1.984439335
395	1.980455965
396	1.977228866
397	1.972783284
398	1.969621951
399	1.967620786
400	1.963021842
401	1.960495288
402	1.95919735
403	1.954740637
404	1.952611203
405	1.949147829
406	1.944961836
407	1.941990377
408	1.937548362
409	1.936253122
410	1.934382602
411	1.931714398
412	1.927613241
413	1.925577398
414	1.921976992
415	1.919151243
416	1.916513315
417	1.915171113
418	1.913111891
419	1.910761546
420	1.90862232
421	1.906149863
422	1.904236689
423	1.901136949
424	1.898834482
425	1.895244573
426	1.892275634
427	1.890715101
428	1.888855584
429	1.884334551
430	1.881847451
431	1.878229894
432	1.875957965
433	1.873476209
434	1.870065532
435	1.868019145
436	1.866481842
437	1.864060404
438	1.861169038
439	1.85984195
440	1.85625755
441	1.85451286
442	1.849112648
443	1.846717658
444	1.8440343
445	1.840559756
446	1.838186643
447	1.82730725
448	1.824526827
449	1.82245823
450	1.820765648
451	1.818360985
452	1.816606496
453	1.8126917
454	1.81095104
455	1.808235695
456	1.805087834
457	1.802482932
458	1.799164366
459	1.796196236
460	1.792389294
461	1.790376977
462	1.789253789
463	1.786495851
464	1.785200519
465	1.78251416
466	1.780708312
467	1.777592069
468	1.775324082
469	1.77424753
470	1.771879474
471	1.770675193
472	1.769667896
473	1.767848445
474	1.766430942
475	1.765085171
476	1.762013486
477	1.759506011
478	1.758083009
479	1.755542488
480	1.750746087
481	1.749091175
482	1.742088445
483	1.739311143
484	1.736912075
485	1.73568285
486	1.731173295
487	1.728955447
488	1.724870745
489	1.719720223
490	1.717935236
491	1.717006989
492	1.715666524
493	1.712465167
494	1.709597877
495	1.707812349
496	1.706059397
497	1.702861522
498	1.70087589
499	1.693981695
500	1.691235866
501	1.688761378
502	1.686928775
503	1.685255586
504	1.681821328
505	1.681106208
506	1.678577028
507	1.675910824
508	1.673852804
509	1.671642363
510	1.668104745
511	1.666743691
512	1.661878879
513	1.659386023
514	1.656847681
515	1.654049282
516	1.652354586
517	1.647866569
518	1.64680806
519	1.645183192
520	1.644023591
521	1.642140137
522	1.640045033
523	1.637934352
524	1.636994136
525	1.633116198
526	1.630468157
527	1.629143278
528	1.626425643
529	1.624996593
530	1.6233663
531	1.620274738
532	1.61948012
533	1.61765497
534	1.615948377
535	1.613835163
536	1.612546141
537	1.610357012
538	1.607377357
539	1.604469811
540	1.601835503
541	1.599654218
542	1.598287593
543	1.595336783
544	1.592597454
545	1.591483578
546	1.589896911
547	1.58779521
548	1.586190112
549	1.584276317
550	1.582802326
551	1.581752986
552	1.581126906
553	1.578777344
554	1.576637614
555	1.572702483
556	1.570915031
557	1.56952535
558	1.566982151
559	1.560832342
560	1.559552313
561	1.555581665
562	1.554296789
563	1.552317907
564	1.549292763
565	1.547545328
566	1.545929979
567	1.543875309
568	1.541698709
569	1.540269319
570	1.538927506
571	1.538426887
572	1.537565708
573	1.536247478
574	1.535263751
575	1.533653731
576	1.532772995
577	1.529727582
578	1.527783409
579	1.526971776
580	1.525162138
581	1.523683958
582	1.519218949
583	1.517226846
584	1.514505358
585	1.513840299
586	1.511503739
587	1.510508435
588	1.508529826
589	1.507740147
590	1.506732317
591	1.504555128
592	1.502431635
593	1.500632486
594	1.500007625
595	1.49909847
596	1.497923403
597	1.493659277
598	1.491301847
599	1.489119776
600	1.487634146
601	1.486903728
602	1.485705857
603	1.483797398
604	1.482134771
605	1.475828115
606	1.474929247
607	1.473666451
608	1.472471015
609	1.471415338
610	1.469714596
611	1.466253634
612	1.464417534
613	1.461052529
614	1.459305358
615	1.457605678
616	1.455861877
617	1.452783986
618	1.450839167
619	1.449181267
620	1.445795229
621	1.444328692
622	1.443383417
623	1.442291882
624	1.441997851
625	1.440410984
626	1.439920526
627	1.438073376
628	1.43670799
629	1.434490164
630	1.429390895
631	1.42553118
632	1.423975002
633	1.422548875
634	1.420074533
635	1.418405917
636	1.417515967
637	1.415425048
638	1.413735247
639	1.411941296
640	1.409253371
641	1.406919897
642	1.405531006
643	1.399430607
644	1.392365086
645	1.39104121
646	1.389969005
647	1.388681749
648	1.385488665
649	1.384709647
650	1.383218103
651	1.381131275
652	1.37898871
653	1.376826101
654	1.375682971
655	1.374775868
656	1.373635813
657	1.372045715
658	1.370521857
659	1.366821531
660	1.365356122
661	1.364337335
662	1.362260427
663	1.361083468
664	1.359461786
665	1.357041827
666	1.354791348
667	1.353654499
668	1.35301928
669	1.352115784
670	1.351450656
671	1.349955173
672	1.34855714
673	1.347122443
674	1.345063838
675	1.343271616
676	1.34237066
677	1.340951108
678	1.339594648
679	1.338207583
680	1.33723142
681	1.335659475
682	1.334557686
683	1.333600063
684	1.333082419
685	1.331705662
686	1.330394422
687	1.32939602
688	1.328193933
689	1.325127988
690	1.323756394
691	1.322179087
692	1.32197286
693	1.321081511
694	1.320182881
695	1.31965209
696	1.317194477
697	1.314899667
698	1.314148078
699	1.313133178
700	1.310686915
701	1.309326423
702	1.308379677
703	1.305534638
704	1.305232627
705	1.302697869
706	1.301924443
707	1.299198755
708	1.29842795
709	1.297628795
710	1.296277838
711	1.2949234
712	1.293230044
713	1.291747594
714	1.290351991
715	1.289596248
716	1.287953863
717	1.28621279
718	1.285087817
719	1.284413367
720	1.283273214
721	1.281494102
722	1.279955228
723	1.278907991
724	1.277146746
725	1.276128959
726	1.275007966
727	1.273585261
728	1.27303511
729	1.271651858
730	1.269743117
731	1.267444052
732	1.266522059
733	1.265678179
734	1.264392555
735	1.263340272
736	1.26110483
737	1.259701224
738	1.258007776
739	1.254946588
740	1.252967179
741	1.250611395
742	1.250033063
743	1.249519227
744	1.247399196
745	1.246409301
746	1.245822686
747	1.244956473
748	1.242850231
749	1.240350038
750	1.239261976
751	1.237169042
752	1.235898027
753	1.234726035
754	1.233221094
755	1.231709214
756	1.230516372
757	1.229734046
758	1.228838926
759	1.226943912
760	1.22571677
761	1.224915015
762	1.22323073
763	1.221715222
764	1.220040195
765	1.219103583
766	1.218082544
767	1.217288023
768	1.215916558
769	1.215384291
770	1.214163741
771	1.212797051
772	1.211902483
773	1.210267659
774	1.209734226
775	1.208565061
776	1.20709223
777	1.206525725
778	1.206147956
779	1.205417357
780	1.203469546
781	1.202619629
782	1.20135978
783	1.200489872
784	1.19996627
785	1.199149433
786	1.197959214
787	1.196098519
788	1.195061031
789	1.19334338
790	1.192978056
791	1.190596718
792	1.189878766
793	1.188990099
794	1.187936122
795	1.185671354
796	1.184218379
797	1.183395861
798	1.182585333
799	1.181933787
800	1.181153549
801	1.180489595
802	1.179223021
803	1.177985784
804	1.176775157
805	1.175327531
806	1.174236095
807	1.173085387
808	1.172675728
809	1.171576047
810	1.171062702
811	1.170118252
812	1.168641949
813	1.167398615
814	1.16720437
815	1.166681582
816	1.165130957
817	1.164342833
818	1.162867264
819	1.161671229
820	1.16014042
821	1.158971589
822	1.157153297
823	1.155442126
824	1.154043052
825	1.153425656
826	1.152616751
827	1.150397593
828	1.148852896
829	1.147704359
830	1.143681446
831	1.142924956
832	1.141670967
833	1.1399675
834	1.139450857
835	1.138267963
836	1.137725369
837	1.135950365
838	1.135287565
839	1.133875284
840	1.133584328
841	1.132212906
842	1.127964793
843	1.127346284
844	1.12708719
845	1.124918702
846	1.123611422
847	1.122466746
848	1.121499058
849	1.12045167
850	1.119509952
851	1.118608573
852	1.116825521
853	1.115186638
854	1.113641725
855	1.112394209
856	1.111208247
857	1.110080087
858	1.109023736
859	1.107545818
860	1.107304859
861	1.10650762
862	1.104859855
863	1.103297067
864	1.101409341
865	1.100144929
866	1.099139729
867	1.098316388
868	1.096973034
869	1.095828646
870	1.094018242
871	1.092088395
872	1.090785879
873	1.090308019
874	1.088237588
875	1.085868577
876	1.085446131
877	1.084071874
878	1.082687238
879	1.081343888
880	1.080228619
881	1.079279756
882	1.078295183
883	1.077790416
884	1.077449554
885	1.076703256
886	1.075652769
887	1.071604
888	1.070707338
889	1.069875684
890	1.068950022
891	1.068533145
892	1.06648845
893	1.066316938
894	1.062480939
895	1.061839291
896	1.061502778
897	1.059545535
898	1.058706151
899	1.057231352
900	1.055717998
901	1.055108719
902	1.054017276
903	1.05338708
904	1.052429458
905	1.051855995
906	1.051138923
907	1.049856378
908	1.049035149
909	1.047736683
910	1.046202929
911	1.044895561
912	1.044126132
913	1.041410322
914	1.040846007
915	1.039938993
916	1.038251693
917	1.037703173
918	1.036898561
919	1.036125112
920	1.034807782
921	1.034022996
922	1.033547091
923	1.032868451
924	1.031935535
925	1.03091589
926	1.02717321
927	1.025929097
928	1.025058032
929	1.022904975
930	1.0220039
931	1.021507703
932	1.020327471
933	1.019775929
934	1.019176591
935	1.017667488
936	1.016691122
937	1.015991641
938	1.01497387
939	1.012599644
940	1.011675379
941	1.011279948
942	1.011049677
943	1.010816124
944	1.009528479
945	1.009140385
946	1.008230151
947	1.007571263
948	1.006366795
949	1.005486697
950	1.005140892
951	1.004125905
952	1.003004553
953	1.002726187
954	1.002364069
955	1.00044371
956	1.000062885
957	0.9995420551
958	0.9987114445
959	0.997718201
960	0.9973216801
961	0.996747991
962	0.9955081791
963	0.9947707083
964	0.9941360694
965	0.9930139537
966	0.9923859571
967	0.9917795418
968	0.9909140607
969	0.9904395396
970	0.9895647077
971	0.9889316863
972	0.9883244666
973	0.987952758
974	0.9866502268
975	0.9862194996
976	0.9851459028
977	0.9833892377
978	0.9829421097
979	0.982583882
980	0.9811307214
981	0.980372063
982	0.9797721334
983	0.9789113214
984	0.9781406632
985	0.9755843939
986	0.9750115488
987	0.9738932211
988	0.9734273865
989	0.9729668505
990	0.9719741733
991	0.9712946188
992	0.9708171947
993	0.9702369603
994	0.9695155048
995	0.9687332257
996	0.9683860442
997	0.9677450758
998	0.9669697561
999	0.9662182851
1000	0.9656935512
1001	0.9646892001
1002	0.9622796224
1003	0.9613787058
1004	0.9607713699
1005	0.9600282498
1006	0.9589863012
1007	0.9580543761
1008	0.9576381841
1009	0.9572192391
1010	0.955994557
1011	0.9551459293
1012	0.9538671367
1013	0.9530774325
1014	0.9521450841
1015	0.9518479278
1016	0.9512001191
1017	0.9501148811
1018	0.9497421373
1019	0.9486946781
1020	0.948117572
1021	0.9477842759
1022	0.9474094358
1023	0.9465577668
1024	0.9452209462
1025	0.9438078318
1026	0.9428508228
1027	0.9420080503
1028	0.9414542055
1029	0.9406521329
1030	0.9403042773
1031	0.9399219475
1032	0.9393186448
1033	0.938168098
1034	0.9375777727
1035	0.9369393809
1036	0.935706814
1037	0.9347128161
1038	0.9338832114
1039	0.9331403547
1040	0.9324480346
1041	0.9319469453
1042	0.9309564158
1043	0.9305739581
1044	0.9292186727
1045	0.9281960715
1046	0.9270110606
1047	0.9257959275
1048	0.9256351029
1049	0.9246310968
1050	0.9241221714
1051	0.9233917525
1052	0.9225884013
1053	0.9222107382
1054	0.9209164497
1055	0.9197961936
1056	0.9185031457
1057	0.9178916012
1058	0.9173812713
1059	0.9167184754
1060	0.9164000252
1061	0.9162037876
1062	0.9154126259
1063	0.9145070811
1064	0.9143776157
1065	0.9134870487
1066	0.9131365722
1067	0.9125049757
1068	0.9117792409
1069	0.9110569812
1070	0.9102047508
1071	0.9086144516
1072	0.9081186698
1073	0.9074088265
1074	0.9058698037
1075	0.905712104
1076	0.9051844923
1077	0.90441553
1078	0.9037173867
1079	0.9033411869
1080	0.9026333101
1081	0.9023005154
1082	0.9018087443
1083	0.9012622656
1084	0.900633754
1085	0.9003961665
1086	0.8999501913
1087	0.8989756103
1088	0.8977182061
1089	0.8975033814
1090	0.8967521265
1091	0.8962270835
1092	0.8956689754
1093	0.8952084176
1094	0.8946319966
1095	0.8941357476
1096	0.8934460727
1097	0.8933048455
1098	0.8926476454
1099	0.8919614625
1100	0.89123159
1101	0.8911107837
1102	0.8905753511
1103	0.8899214624
1104	0.8893537193
1105	0.8891523297
1106	0.8884000573
1107	0.887519467
1108	0.8865807967
1109	0.886417637
1110	0.8856021941
1111	0.8846570086
1112	0.8844335487
1113	0.8831368737
1114	0.8825038435
1115	0.8809144648
1116	0.879815106
1117	0.8794441815
1118	0.8789596294
1119	0.87821251
1120	0.8771794586
1121	0.8767019925
1122	0.8761838471
1123	0.8759943278
1124	0.8753019247
1125	0.8741693025
1126	0.8740723445
1127	0.873571792
1128	0.872321079
1129	0.8715204095
1130	0.871209518
1131	0.8703991022
1132	0.8699997521
1133	0.8688139927
1134	0.8678714512
1135	0.8671070971
1136	0.8665258721
1137	0.8656647457
1138	0.8649185663
1139	0.864448814
1140	0.8638590029
1141	0.8635524765
1142	0.8630013426
1143	0.8625919255
1144	0.8621161929
1145	0.8614721589
1146	0.8599914114
1147	0.8596580132
1148	0.8594567956
1149	0.8588827322
1150	0.8581678767
1151	0.8576355692
1152	0.8567365589
1153	0.8561575364
1154	0.855168801
1155	0.8548325469
1156	0.8542865597
1157	0.8535554558
1158	0.8517126595
1159	0.8515003685
1160	0.8509748172
1161	0.8503576256
1162	0.8499042629
1163	0.8494500203
1164	0.8489647122
1165	0.8477046346
1166	0.8474553264
1167	0.8467186165
1168	0.8459928987
1169	0.8452501495
1170	0.8447777061
1171	0.844162057
1172	0.8436607073
1173	0.8430056176
1174	0.8422382149
1175	0.8410335338
1176	0.8406606461
1177	0.8402508626
1178	0.8397561097
1179	0.8394067549
1180	0.8388138869
1181	0.8380214315
1182	0.8371232939
1183	0.8366512297
1184	0.836138605
1185	0.8355806993
1186	0.8348770458
1187	0.8346569435
1188	0.8343391525
1189	0.8334932923
1190	0.8329442582
1191	0.8319098214
1192	0.8313056193
1193	0.8309449399
1194	0.830149545
1195	0.8300231551
1196	0.8296061641
1197	0.8282821852
1198	0.827769146
1199	0.8266171957
1200	0.8263783331
1201	0.8258728823
1202	0.8251760549
1203	0.8233361114
1204	0.8229012292
1205	0.8217391417
1206	0.8211781784
1207	0.8207315999
1208	0.8194243541
1209	0.8188366829
1210	0.8185545621
1211	0.8184293809
1212	0.8180505547
1213	0.8175825467
1214	0.817018693
1215	0.8165099336
1216	0.8161091042
1217	0.8149877605
1218	0.8141163275
1219	0.813697181
1220	0.8131582199
1221	0.81266433
1222	0.8116385569
1223	0.8107065912
1224	0.810208967
1225	0.8096736618
1226	0.8093022303
1227	0.8090116445
1228	0.8085219423
1229	0.8082282744
1230	0.8076040009
1231	0.8066702987
1232	0.8063202212
1233	0.8060780521
1234	0.8054789381
1235	0.8048061583
1236	0.8040580169
1237	0.8033538211
1238	0.8030206083
1239	0.8024766875
1240	0.8015256543
1241	0.8009657031
1242	0.8005628737
1243	0.8000591111
1244	0.7997458344
1245	0.7990923858
1246	0.7989224355
1247	0.7984363951
1248	0.7980598241
1249	0.7977603551
1250	0.7973068121
1251	0.7969756201
1252	0.7967672604
1253	0.7965221558
1254	0.7959387811
1255	0.7950418991
1256	0.7948207776
1257	0.7945436546
1258	0.7937894626
1259	0.7933371814
1260	0.7923871629
1261	0.7914607005
1262	0.7908085945
1263	0.7905644393
1264	0.7899147015
1265	0.7896434183
1266	0.7889021577
1267	0.7885120636
1268	0.7881331359
1269	0.7877795603
1270	0.7871624751
1271	0.7869739348
1272	0.7863961131
1273	0.7859869196
1274	0.7856234219
1275	0.7850800456
1276	0.7845856539
1277	0.7837730339
1278	0.7831700382
1279	0.7827199718
1280	0.7825482152
1281	0.7822599845
1282	0.7819972759
1283	0.7814784002
1284	0.7812785204
1285	0.7809820404
1286	0.7807544841
1287	0.7804058929
1288	0.7796335098
1289	0.7790305004
1290	0.7782787259
1291	0.7775426988
1292	0.7770939759
1293	0.7768411775
1294	0.776369221
1295	0.7758212565
1296	0.775205751
1297	0.7748786469
1298	0.7745718191
1299	0.774283178
1300	0.7737900364
1301	0.7731229373
1302	0.772509605
1303	0.7720401645
1304	0.7713496068
1305	0.7711914733
1306	0.7704538666
1307	0.7700457111
1308	0.7698300603
1309	0.7692629224
1310	0.7689243703
1311	0.768258661
1312	0.7677354733
1313	0.7675508508
1314	0.7671407334
1315	0.7664527115
1316	0.7662033051
1317	0.7659938955
1318	0.7652671481
1319	0.7649307768
1320	0.7646887727
1321	0.7641499138
1322	0.7635558974
1323	0.7632462467
1324	0.7628449496
1325	0.7623230429
1326	0.7617220412
1327	0.7610543496
1328	0.7603496897
1329	0.7600332078
1330	0.7596655855
1331	0.7591430027
1332	0.7584663248
1333	0.7583068054
1334	0.7575349497
1335	0.7570461114
1336	0.7566462994
1337	0.7559470125
1338	0.7548820008
1339	0.7546126237
1340	0.7544048597
1341	0.753555246
1342	0.752954889
1343	0.7523007278
1344	0.7518982158
1345	0.7515331884
1346	0.7508199857
1347	0.7502963279
1348	0.7499623545
1349	0.7497941764
1350	0.7487151268
1351	0.7482544951
1352	0.7479413768
1353	0.747125055
1354	0.7469511132
1355	0.7464764905
1356	0.7460910557
1357	0.7456678557
1358	0.744920973
1359	0.7446678278
1360	0.7445046707
1361	0.7437106653
1362	0.7433915866
1363	0.7431723753
1364	0.7427860051
1365	0.742501293
1366	0.74221128
1367	0.7419432292
1368	0.7411591027
1369	0.7404439913
1370	0.7392141211
1371	0.7390755223
1372	0.7382137236
1373	0.7374416749
1374	0.7372140763
1375	0.736995348
1376	0.7367803294
1377	0.7364355852
1378	0.736079356
1379	0.7356117824
1380	0.7345852179
1381	0.7342947673
1382	0.7338009223
1383	0.7335314549
1384	0.7332707417
1385	0.7331590372
1386	0.7329000923
1387	0.7321183154
1388	0.7319692162
1389	0.7316121085
1390	0.7312356886
1391	0.731090178
1392	0.7307204311
1393	0.7304237884
1394	0.7299854218
1395	0.7297730755
1396	0.7292239872
1397	0.7288039237
1398	0.7283398391
1399	0.7278553787
1400	0.7275961351
1401	0.727276688
1402	0.7270928921
1403	0.7264001729
1404	0.726113965
1405	0.7256946533
1406	0.725239637
1407	0.7249571581
1408	0.7246374601
1409	0.7240986036
1410	0.7236779371
1411	0.7232247812
1412	0.7228959398
1413	0.7223822324
1414	0.7218063244
1415	0.7214299077
1416	0.7211434889
1417	0.7209301751
1418	0.7207232868
1419	0.7202587344
1420	0.7200324118
1421	0.7195951962
1422	0.7191445925
1423	0.7190037949
1424	0.7183342579
1425	0.7180240097
1426	0.7173051644
1427	0.7166269651
1428	0.7160500306
1429	0.7153696356
1430	0.715073189
1431	0.7147818133
1432	0.7142699199
1433	0.7140445958
1434	0.7138485942
1435	0.7134157863
1436	0.7127025024
1437	0.7121147825
1438	0.7117819889
1439	0.7114128515
1440	0.7109238925
1441	0.7103564945
1442	0.7098482248
1443	0.70971005
1444	0.7092363486
1445	0.7090550657
1446	0.708585954
1447	0.7083548929
1448	0.7080009753
1449	0.7078998184
1450	0.7073951797
1451	0.7070339255
1452	0.7066032886
1453	0.7064239746
1454	0.7060275105
1455	0.7055740604
1456	0.705162962
1457	0.7050827011
1458	0.7046632208
1459	0.7041702502
1460	0.7037069828
1461	0.7033670415
1462	0.7028772918
1463	0.7027063209
1464	0.7021306508
1465	0.7017473523
1466	0.7014837701
1467	0.7009174981
1468	0.7004685812
1469	0.6999688937
1470	0.6995203275
1471	0.698998859
1472	0.698869322
1473	0.6984787016
1474	0.6978475199
1475	0.6973072732
1476	0.696515161
1477	0.6959925156
1478	0.6955255632
1479	0.6951318492
1480	0.6947181541
1481	0.6943836112
1482	0.6937600234
1483	0.6934355626
1484	0.6932546427
1485	0.6930811949
1486	0.692834562
1487	0.6925476859
1488	0.6920505283
1489	0.6917008997
1490	0.691254112
1491	0.6909857524
1492	0.6907331618
1493	0.6903756176
1494	0.6897410203
1495	0.6894671117
1496	0.6889782311
1497	0.6886986652
1498	0.6884794505
1499	0.6881935046
1500	0.6873553033
1501	0.687023512
1502	0.6864504687
1503	0.6863603
1504	0.6862544653
1505	0.6861304609
1506	0.6854013177
1507	0.685206251
1508	0.685061326
1509	0.6844055206
1510	0.6840574441
1511	0.6837569648
1512	0.6835131274
1513	0.6833080554
1514	0.6828994486
1515	0.6824101191
1516	0.6823262965
1517	0.6818270176
1518	0.6812277152
1519	0.68088996
1520	0.6803618211
1521	0.6801454503
1522	0.6799217435
1523	0.6796305162
1524	0.6793690087
1525	0.6790874326
1526	0.6787276377
1527	0.6782375666
1528	0.677814061
1529	0.677317506
1530	0.6770007269
1531	0.6766420671
1532	0.6765320309
1533	0.676315534
1534	0.6757852477
1535	0.6756568051
1536	0.6754651755
1537	0.6753210474
1538	0.6748854974
1539	0.6745437781
1540	0.6737370225
1541	0.6734985187
1542	0.6731672347
1543	0.6728338578
1544	0.6724599015
1545	0.672339753
1546	0.6721163676
1547	0.6716234507
1548	0.671113956
1549	0.6709366795
1550	0.6706965059
1551	0.6705040132
1552	0.6700219274
1553	0.6699358486
1554	0.6695517045
1555	0.6693981908
1556	0.6689456638
1557	0.668829698
1558	0.6685159716
1559	0.6681335339
1560	0.6677826119
1561	0.6675678275
1562	0.6670394725
1563	0.6666751637
1564	0.666561534
1565	0.6661561653
1566	0.6656732301
1567	0.6655387505
1568	0.665256142
1569	0.665047245
1570	0.6647530204
1571	0.6643978799
1572	0.6643039078
1573	0.6638817439
1574	0.6636180663
1575	0.6631613264
1576	0.6626068018
1577	0.6622560268
1578	0.6618928576
1579	0.6612683229
1580	0.6611040648
1581	0.6606003172
1582	0.6603571136
1583	0.6599916061
1584	0.6596959054
1585	0.659392151
1586	0.6590494922
1587	0.6586659517
1588	0.658467355
1589	0.6580256907
1590	0.6576086311
1591	0.6572915426
1592	0.6562518146
1593	0.6560364449
1594	0.6556619883
1595	0.6551836915
1596	0.6548856396
1597	0.6546141286
1598	0.6542851301
1599	0.6541235297
