iter	MultiRMSE
1600	0.6538539047
1601	0.6536793206
1602	0.6534200779
1603	0.653188834
1604	0.6527479739
1605	0.6523290935
1606	0.6520763718
1607	0.6517733676
1608	0.6513915322
1609	0.6510776986
1610	0.6505890652
1611	0.6503497875
1612	0.6501712217
1613	0.6497723278
1614	0.6491656797
1615	0.6489175065
1616	0.648755573
1617	0.648348095
1618	0.6479525793
1619	0.6477439445
1620	0.6474406302
1621	0.6469077489
1622	0.6466222287
1623	0.6461172668
1624	0.6458020315
1625	0.6449075651
1626	0.6444282058
1627	0.6442617997
1628	0.6436591947
1629	0.6432215211
1630	0.6428627833
1631	0.6424452163
1632	0.6422099908
1633	0.641882968
1634	0.6417430044
1635	0.6415086335
1636	0.6413027541
1637	0.6411636163
1638	0.6407800385
1639	0.640278163
1640	0.6400676666
1641	0.639810602
1642	0.6395489623
1643	0.6391029589
1644	0.638601824
1645	0.638518701
1646	0.6381511571
1647	0.6376274531
1648	0.6372639851
1649	0.6365592826
1650	0.6361716045
1651	0.6359017259
1652	0.635710066
1653	0.6355958138
1654	0.6352940531
1655	0.634886728
1656	0.6344388839
1657	0.6343096723
1658	0.6336309118
1659	0.6334446312
1660	0.6333605736
1661	0.632830163
1662	0.6327039959
1663	0.6323312369
1664	0.6320205146
1665	0.631820601
1666	0.631432928
1667	0.6309465597
1668	0.6307480001
1669	0.6302158501
1670	0.6299215037
1671	0.6296232826
1672	0.6293691267
1673	0.6292014119
1674	0.6289056606
1675	0.628554835
1676	0.628442094
1677	0.6280664356
1678	0.6278047365
1679	0.6274571594
1680	0.6273433895
1681	0.6271732349
1682	0.6269312721
1683	0.6268152139
1684	0.6263901856
1685	0.6261674314
1686	0.625877157
1687	0.6257417028
1688	0.6255090195
1689	0.6253409129
1690	0.6252289923
1691	0.6247433438
1692	0.6243988877
1693	0.6242020839
1694	0.6237011105
1695	0.623503619
1696	0.6232613173
1697	0.6230553298
1698	0.622718807
1699	0.6225475542
1700	0.6224187016
1701	0.6221795628
1702	0.6218916497
1703	0.6215506878
1704	0.6210574732
1705	0.6207614091
1706	0.6206486565
1707	0.620455726
1708	0.6200375832
1709	0.61958612
1710	0.6193699002
1711	0.6190912859
1712	0.6188875789
1713	0.61861353
1714	0.6183329481
1715	0.6180563484
1716	0.6176687117
1717	0.6173088256
1718	0.6171280573
1719	0.6168306639
1720	0.6165966538
1721	0.6163837719
1722	0.6160508156
1723	0.615842152
1724	0.6154210488
1725	0.6152253566
1726	0.6150100765
1727	0.6146880976
1728	0.6143853836
1729	0.6142303537
1730	0.6138141721
1731	0.613529309
1732	0.6132329099
1733	0.6130570482
1734	0.6129400864
1735	0.6125917174
1736	0.6121043952
1737	0.6115514669
1738	0.6112169847
1739	0.6107576478
1740	0.6103809358
1741	0.610217444
1742	0.6095487468
1743	0.6091891962
1744	0.6089547789
1745	0.6087359578
1746	0.6085545593
1747	0.6084714671
1748	0.6083048426
1749	0.6080179143
1750	0.6076977213
1751	0.607277491
1752	0.6070627417
1753	0.6068176739
1754	0.6067245726
1755	0.6065645346
1756	0.6063178649
1757	0.6056549369
1758	0.6053844889
1759	0.6051567332
1760	0.60455667
1761	0.6043257029
1762	0.6040820983
1763	0.6037877454
1764	0.6032320429
1765	0.6029199241
1766	0.6027550854
1767	0.6024605728
1768	0.6023023008
1769	0.6021837598
1770	0.6020694471
1771	0.6017396441
1772	0.601176538
1773	0.6009401119
1774	0.6001509721
1775	0.6000156474
1776	0.5998011299
1777	0.5997333457
1778	0.5995892145
1779	0.5994242634
1780	0.5992743262
1781	0.5989643204
1782	0.5981481557
1783	0.5978685709
1784	0.5976661277
1785	0.5975414734
1786	0.5973211568
1787	0.5970972923
1788	0.596617814
1789	0.5963693819
1790	0.5962452778
1791	0.5959264055
1792	0.5957110799
1793	0.595506668
1794	0.5951887152
1795	0.594779161
1796	0.5946375012
1797	0.5943327161
1798	0.5941489656
1799	0.5938317554
1800	0.5935674111
1801	0.5932665724
1802	0.5930264074
1803	0.5926105743
1804	0.5923960906
1805	0.5918562542
1806	0.5914432504
1807	0.5911693355
1808	0.5908459863
1809	0.5903576118
1810	0.5899537271
1811	0.5896637321
1812	0.5894186103
1813	0.5890710468
1814	0.5888182529
1815	0.588474267
1816	0.5881514875
1817	0.5877236219
1818	0.5873667814
1819	0.5872488128
1820	0.5870480116
1821	0.5869696619
1822	0.5865570279
1823	0.5863132805
1824	0.5861532581
1825	0.5860412132
1826	0.5856085933
1827	0.5855028809
1828	0.5852539238
1829	0.5849743824
1830	0.5846488986
1831	0.5842689512
1832	0.5839161301
1833	0.5837069346
1834	0.5833105349
1835	0.5831823771
1836	0.5829004279
1837	0.5827960727
1838	0.5826323854
1839	0.5823430123
1840	0.5820287937
1841	0.5816278906
1842	0.5812262625
1843	0.5810462904
1844	0.5808220019
1845	0.5805530299
1846	0.5803244081
1847	0.5799581947
1848	0.5797292111
1849	0.5796075058
1850	0.5789937008
1851	0.5786547605
1852	0.5785703134
1853	0.5783446071
1854	0.5779433167
1855	0.5777103534
1856	0.5775272079
1857	0.5773949046
1858	0.5772901534
1859	0.577179595
1860	0.5769607062
1861	0.5768002917
1862	0.5766493502
1863	0.5763236414
1864	0.5759916763
1865	0.5758553706
1866	0.5751801476
1867	0.5747538427
1868	0.5744633977
1869	0.5742380098
1870	0.57409062
1871	0.5739222764
1872	0.5734788751
1873	0.5731994796
1874	0.572923155
1875	0.572589972
1876	0.5724691149
1877	0.5721712506
1878	0.5719524234
1879	0.5715310557
1880	0.5714470823
1881	0.5707369554
1882	0.5706259973
1883	0.5704315179
1884	0.5702274251
1885	0.5698974905
1886	0.5697485924
1887	0.5694182056
1888	0.5691109238
1889	0.5689821763
1890	0.5687655823
1891	0.568632074
1892	0.5682563115
1893	0.5679267321
1894	0.5678385961
1895	0.5674136863
1896	0.5671241842
1897	0.5668378594
1898	0.5667693344
1899	0.5665777266
1900	0.5661760129
1901	0.5658735026
1902	0.5656315941
1903	0.5654217951
1904	0.5652422182
1905	0.5649741499
1906	0.5647914096
1907	0.5646078786
1908	0.5644874077
1909	0.5643827562
1910	0.5641717222
1911	0.5639218015
1912	0.5635527251
1913	0.5634395567
1914	0.5632454304
1915	0.5629413395
1916	0.5626006525
1917	0.562414502
1918	0.5620195972
1919	0.5615707963
1920	0.5610423956
1921	0.5608028999
1922	0.5604489369
1923	0.5602263324
1924	0.5599355586
1925	0.5598793221
1926	0.5596255401
1927	0.5594181646
1928	0.5590276016
1929	0.5586510845
1930	0.5580915138
1931	0.5576622088
1932	0.5574971932
1933	0.5572552052
1934	0.5570902051
1935	0.5568111484
1936	0.556386459
1937	0.5560862689
1938	0.5560182126
1939	0.5555898752
1940	0.5552695257
1941	0.5551550546
1942	0.5549738379
1943	0.5547524482
1944	0.5546533873
1945	0.5543892629
1946	0.5541478721
1947	0.5538078067
1948	0.553590775
1949	0.5534161752
1950	0.5532208294
1951	0.5530636857
1952	0.5529553711
1953	0.5527888507
1954	0.5526921447
1955	0.5521468882
1956	0.5520429273
1957	0.5518131401
1958	0.551610004
1959	0.5515095173
1960	0.5514113609
1961	0.5509857898
1962	0.5507677833
1963	0.5506839314
1964	0.5502716318
1965	0.5500290679
1966	0.5497725663
1967	0.5496237453
1968	0.549490208
1969	0.5492707001
1970	0.5487967437
1971	0.5486537757
1972	0.5485134712
1973	0.5483144509
1974	0.5480680941
1975	0.5477820228
1976	0.5474867447
1977	0.5474024105
1978	0.5472226257
1979	0.5468878646
1980	0.5467826595
1981	0.546543427
1982	0.5462655541
1983	0.5460801678
1984	0.5459344603
1985	0.5458153107
1986	0.5455977344
1987	0.5454020494
1988	0.545298561
1989	0.5452498993
1990	0.5448985782
1991	0.5447831154
1992	0.5445239586
1993	0.5441527201
1994	0.5440275502
1995	0.5438760981
1996	0.5436268283
1997	0.5434338687
1998	0.5428421082
1999	0.5427210658
